<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,26/09/18,14:13,114690.0000000,114700.0000000,114580.0000000,114660.0000000,1288
SPFB.RTS-12.18,1,26/09/18,14:14,114680.0000000,114690.0000000,114650.0000000,114690.0000000,512
SPFB.RTS-12.18,1,26/09/18,14:15,114690.0000000,114720.0000000,114660.0000000,114670.0000000,1332
SPFB.RTS-12.18,1,26/09/18,14:16,114670.0000000,114690.0000000,114650.0000000,114680.0000000,686
SPFB.RTS-12.18,1,26/09/18,14:17,114690.0000000,114720.0000000,114670.0000000,114720.0000000,504
SPFB.RTS-12.18,1,26/09/18,14:18,114720.0000000,114730.0000000,114690.0000000,114690.0000000,100
SPFB.RTS-12.18,1,26/09/18,14:19,114690.0000000,114740.0000000,114690.0000000,114730.0000000,396
SPFB.RTS-12.18,1,26/09/18,14:20,114740.0000000,114740.0000000,114720.0000000,114730.0000000,123
SPFB.RTS-12.18,1,26/09/18,14:21,114720.0000000,114730.0000000,114690.0000000,114720.0000000,403
SPFB.RTS-12.18,1,26/09/18,14:22,114720.0000000,114750.0000000,114720.0000000,114750.0000000,268
SPFB.RTS-12.18,1,26/09/18,14:23,114750.0000000,114770.0000000,114740.0000000,114760.0000000,449
SPFB.RTS-12.18,1,26/09/18,14:24,114770.0000000,114770.0000000,114720.0000000,114730.0000000,239
SPFB.RTS-12.18,1,26/09/18,14:25,114730.0000000,114760.0000000,114730.0000000,114730.0000000,421
SPFB.RTS-12.18,1,26/09/18,14:26,114730.0000000,114730.0000000,114710.0000000,114710.0000000,208
SPFB.RTS-12.18,1,26/09/18,14:27,114710.0000000,114710.0000000,114680.0000000,114700.0000000,231
SPFB.RTS-12.18,1,26/09/18,14:28,114690.0000000,114700.0000000,114660.0000000,114670.0000000,394
SPFB.RTS-12.18,1,26/09/18,14:29,114670.0000000,114680.0000000,114660.0000000,114680.0000000,126
SPFB.RTS-12.18,1,26/09/18,14:30,114680.0000000,114680.0000000,114650.0000000,114660.0000000,378
SPFB.RTS-12.18,1,26/09/18,14:31,114660.0000000,114680.0000000,114640.0000000,114650.0000000,656
SPFB.RTS-12.18,1,26/09/18,14:32,114660.0000000,114690.0000000,114650.0000000,114680.0000000,188
SPFB.RTS-12.18,1,26/09/18,14:33,114680.0000000,114700.0000000,114660.0000000,114680.0000000,275
SPFB.RTS-12.18,1,26/09/18,14:34,114690.0000000,114690.0000000,114650.0000000,114670.0000000,73
SPFB.RTS-12.18,1,26/09/18,14:35,114660.0000000,114690.0000000,114660.0000000,114680.0000000,95
SPFB.RTS-12.18,1,26/09/18,14:36,114670.0000000,114670.0000000,114630.0000000,114630.0000000,307
SPFB.RTS-12.18,1,26/09/18,14:37,114640.0000000,114640.0000000,114610.0000000,114620.0000000,178
SPFB.RTS-12.18,1,26/09/18,14:38,114620.0000000,114670.0000000,114610.0000000,114640.0000000,249
SPFB.RTS-12.18,1,26/09/18,14:39,114640.0000000,114660.0000000,114640.0000000,114660.0000000,94
SPFB.RTS-12.18,1,26/09/18,14:40,114660.0000000,114660.0000000,114610.0000000,114640.0000000,425
SPFB.RTS-12.18,1,26/09/18,14:41,114640.0000000,114640.0000000,114620.0000000,114640.0000000,77
SPFB.RTS-12.18,1,26/09/18,14:42,114650.0000000,114650.0000000,114620.0000000,114630.0000000,123
SPFB.RTS-12.18,1,26/09/18,14:43,114630.0000000,114640.0000000,114610.0000000,114640.0000000,280
SPFB.RTS-12.18,1,26/09/18,14:44,114630.0000000,114650.0000000,114620.0000000,114640.0000000,117
SPFB.RTS-12.18,1,26/09/18,14:45,114630.0000000,114650.0000000,114620.0000000,114630.0000000,152
SPFB.RTS-12.18,1,26/09/18,14:46,114630.0000000,114680.0000000,114630.0000000,114680.0000000,318
SPFB.RTS-12.18,1,26/09/18,14:47,114680.0000000,114690.0000000,114660.0000000,114670.0000000,238
SPFB.RTS-12.18,1,26/09/18,14:48,114670.0000000,114680.0000000,114640.0000000,114660.0000000,228
SPFB.RTS-12.18,1,26/09/18,14:49,114660.0000000,114680.0000000,114640.0000000,114660.0000000,170
SPFB.RTS-12.18,1,26/09/18,14:50,114660.0000000,114670.0000000,114620.0000000,114640.0000000,165
SPFB.RTS-12.18,1,26/09/18,14:51,114620.0000000,114660.0000000,114620.0000000,114650.0000000,122
SPFB.RTS-12.18,1,26/09/18,14:52,114660.0000000,114680.0000000,114660.0000000,114670.0000000,140
SPFB.RTS-12.18,1,26/09/18,14:53,114680.0000000,114690.0000000,114640.0000000,114650.0000000,235
SPFB.RTS-12.18,1,26/09/18,14:54,114650.0000000,114650.0000000,114610.0000000,114610.0000000,138
SPFB.RTS-12.18,1,26/09/18,14:55,114610.0000000,114640.0000000,114610.0000000,114640.0000000,195
SPFB.RTS-12.18,1,26/09/18,14:56,114640.0000000,114640.0000000,114620.0000000,114640.0000000,106
SPFB.RTS-12.18,1,26/09/18,14:57,114640.0000000,114660.0000000,114600.0000000,114600.0000000,222
SPFB.RTS-12.18,1,26/09/18,14:58,114600.0000000,114620.0000000,114520.0000000,114520.0000000,1586
SPFB.RTS-12.18,1,26/09/18,14:59,114520.0000000,114530.0000000,114400.0000000,114420.0000000,4072
SPFB.RTS-12.18,1,26/09/18,15:00,114410.0000000,114420.0000000,114370.0000000,114380.0000000,969
SPFB.RTS-12.18,1,26/09/18,15:01,114370.0000000,114470.0000000,114360.0000000,114440.0000000,1471
SPFB.RTS-12.18,1,26/09/18,15:02,114440.0000000,114510.0000000,114440.0000000,114500.0000000,1060
SPFB.RTS-12.18,1,26/09/18,15:03,114510.0000000,114510.0000000,114440.0000000,114470.0000000,296
SPFB.RTS-12.18,1,26/09/18,15:04,114460.0000000,114510.0000000,114460.0000000,114500.0000000,163
SPFB.RTS-12.18,1,26/09/18,15:05,114490.0000000,114550.0000000,114480.0000000,114530.0000000,422
SPFB.RTS-12.18,1,26/09/18,15:06,114520.0000000,114540.0000000,114500.0000000,114500.0000000,229
SPFB.RTS-12.18,1,26/09/18,15:07,114510.0000000,114520.0000000,114480.0000000,114490.0000000,185
SPFB.RTS-12.18,1,26/09/18,15:08,114490.0000000,114500.0000000,114440.0000000,114450.0000000,371
SPFB.RTS-12.18,1,26/09/18,15:09,114460.0000000,114500.0000000,114460.0000000,114480.0000000,96
SPFB.RTS-12.18,1,26/09/18,15:10,114480.0000000,114480.0000000,114430.0000000,114440.0000000,136
SPFB.RTS-12.18,1,26/09/18,15:11,114430.0000000,114450.0000000,114390.0000000,114400.0000000,442
SPFB.RTS-12.18,1,26/09/18,15:12,114410.0000000,114420.0000000,114380.0000000,114420.0000000,568
SPFB.RTS-12.18,1,26/09/18,15:13,114420.0000000,114430.0000000,114400.0000000,114420.0000000,286
SPFB.RTS-12.18,1,26/09/18,15:14,114430.0000000,114440.0000000,114420.0000000,114430.0000000,127
SPFB.RTS-12.18,1,26/09/18,15:15,114420.0000000,114430.0000000,114360.0000000,114370.0000000,760
SPFB.RTS-12.18,1,26/09/18,15:16,114360.0000000,114400.0000000,114320.0000000,114390.0000000,619
SPFB.RTS-12.18,1,26/09/18,15:17,114390.0000000,114440.0000000,114380.0000000,114410.0000000,285
SPFB.RTS-12.18,1,26/09/18,15:18,114410.0000000,114440.0000000,114400.0000000,114440.0000000,138
SPFB.RTS-12.18,1,26/09/18,15:19,114420.0000000,114440.0000000,114410.0000000,114420.0000000,110
SPFB.RTS-12.18,1,26/09/18,15:20,114430.0000000,114440.0000000,114390.0000000,114390.0000000,344
SPFB.RTS-12.18,1,26/09/18,15:21,114400.0000000,114400.0000000,114330.0000000,114330.0000000,246
SPFB.RTS-12.18,1,26/09/18,15:22,114340.0000000,114380.0000000,114320.0000000,114380.0000000,324
SPFB.RTS-12.18,1,26/09/18,15:23,114380.0000000,114390.0000000,114360.0000000,114390.0000000,97
SPFB.RTS-12.18,1,26/09/18,15:24,114380.0000000,114400.0000000,114360.0000000,114380.0000000,211
SPFB.RTS-12.18,1,26/09/18,15:25,114370.0000000,114380.0000000,114350.0000000,114350.0000000,191
SPFB.RTS-12.18,1,26/09/18,15:26,114350.0000000,114350.0000000,114290.0000000,114300.0000000,1010
SPFB.RTS-12.18,1,26/09/18,15:27,114320.0000000,114370.0000000,114300.0000000,114350.0000000,359
SPFB.RTS-12.18,1,26/09/18,15:28,114350.0000000,114350.0000000,114300.0000000,114310.0000000,121
SPFB.RTS-12.18,1,26/09/18,15:29,114300.0000000,114340.0000000,114300.0000000,114330.0000000,219
SPFB.RTS-12.18,1,26/09/18,15:30,114320.0000000,114340.0000000,114310.0000000,114320.0000000,87
SPFB.RTS-12.18,1,26/09/18,15:31,114320.0000000,114330.0000000,114280.0000000,114300.0000000,323
SPFB.RTS-12.18,1,26/09/18,15:32,114290.0000000,114320.0000000,114280.0000000,114300.0000000,348
SPFB.RTS-12.18,1,26/09/18,15:33,114310.0000000,114340.0000000,114300.0000000,114320.0000000,394
SPFB.RTS-12.18,1,26/09/18,15:34,114330.0000000,114340.0000000,114300.0000000,114310.0000000,144
SPFB.RTS-12.18,1,26/09/18,15:35,114310.0000000,114330.0000000,114280.0000000,114330.0000000,300
SPFB.RTS-12.18,1,26/09/18,15:36,114320.0000000,114320.0000000,114290.0000000,114320.0000000,226
SPFB.RTS-12.18,1,26/09/18,15:37,114320.0000000,114320.0000000,114250.0000000,114250.0000000,690
SPFB.RTS-12.18,1,26/09/18,15:38,114250.0000000,114310.0000000,114230.0000000,114290.0000000,685
SPFB.RTS-12.18,1,26/09/18,15:39,114280.0000000,114300.0000000,114270.0000000,114290.0000000,369
SPFB.RTS-12.18,1,26/09/18,15:40,114310.0000000,114310.0000000,114240.0000000,114260.0000000,305
SPFB.RTS-12.18,1,26/09/18,15:41,114260.0000000,114280.0000000,114230.0000000,114280.0000000,735
SPFB.RTS-12.18,1,26/09/18,15:42,114280.0000000,114280.0000000,114250.0000000,114260.0000000,386
SPFB.RTS-12.18,1,26/09/18,15:43,114260.0000000,114290.0000000,114260.0000000,114290.0000000,330
SPFB.RTS-12.18,1,26/09/18,15:44,114280.0000000,114330.0000000,114280.0000000,114320.0000000,495
SPFB.RTS-12.18,1,26/09/18,15:45,114310.0000000,114310.0000000,114260.0000000,114270.0000000,158
SPFB.RTS-12.18,1,26/09/18,15:46,114280.0000000,114340.0000000,114260.0000000,114330.0000000,388
SPFB.RTS-12.18,1,26/09/18,15:47,114330.0000000,114390.0000000,114330.0000000,114360.0000000,572
SPFB.RTS-12.18,1,26/09/18,15:48,114360.0000000,114360.0000000,114300.0000000,114300.0000000,378
SPFB.RTS-12.18,1,26/09/18,15:49,114300.0000000,114310.0000000,114260.0000000,114260.0000000,788
SPFB.RTS-12.18,1,26/09/18,15:50,114260.0000000,114350.0000000,114250.0000000,114330.0000000,871
SPFB.RTS-12.18,1,26/09/18,15:51,114340.0000000,114370.0000000,114310.0000000,114360.0000000,547
SPFB.RTS-12.18,1,26/09/18,15:52,114360.0000000,114380.0000000,114350.0000000,114370.0000000,429
SPFB.RTS-12.18,1,26/09/18,15:53,114370.0000000,114420.0000000,114360.0000000,114390.0000000,803
SPFB.RTS-12.18,1,26/09/18,15:54,114390.0000000,114410.0000000,114340.0000000,114340.0000000,480
SPFB.RTS-12.18,1,26/09/18,15:55,114340.0000000,114390.0000000,114340.0000000,114380.0000000,496
SPFB.RTS-12.18,1,26/09/18,15:56,114370.0000000,114500.0000000,114350.0000000,114490.0000000,1488
SPFB.RTS-12.18,1,26/09/18,15:57,114480.0000000,114540.0000000,114470.0000000,114480.0000000,978
SPFB.RTS-12.18,1,26/09/18,15:58,114480.0000000,114530.0000000,114470.0000000,114470.0000000,592
SPFB.RTS-12.18,1,26/09/18,15:59,114470.0000000,114490.0000000,114420.0000000,114420.0000000,315
SPFB.RTS-12.18,1,26/09/18,16:00,114420.0000000,114420.0000000,114400.0000000,114400.0000000,324
SPFB.RTS-12.18,1,26/09/18,16:01,114410.0000000,114480.0000000,114380.0000000,114470.0000000,710
SPFB.RTS-12.18,1,26/09/18,16:02,114460.0000000,114500.0000000,114450.0000000,114490.0000000,307
SPFB.RTS-12.18,1,26/09/18,16:03,114490.0000000,114530.0000000,114480.0000000,114480.0000000,332
SPFB.RTS-12.18,1,26/09/18,16:04,114480.0000000,114570.0000000,114480.0000000,114570.0000000,724
SPFB.RTS-12.18,1,26/09/18,16:05,114560.0000000,114610.0000000,114520.0000000,114570.0000000,1452
SPFB.RTS-12.18,1,26/09/18,16:06,114580.0000000,114590.0000000,114520.0000000,114540.0000000,603
SPFB.RTS-12.18,1,26/09/18,16:07,114540.0000000,114540.0000000,114490.0000000,114500.0000000,370
SPFB.RTS-12.18,1,26/09/18,16:08,114500.0000000,114530.0000000,114500.0000000,114520.0000000,365
SPFB.RTS-12.18,1,26/09/18,16:09,114520.0000000,114580.0000000,114520.0000000,114560.0000000,523
SPFB.RTS-12.18,1,26/09/18,16:10,114560.0000000,114580.0000000,114550.0000000,114550.0000000,293
SPFB.RTS-12.18,1,26/09/18,16:11,114560.0000000,114600.0000000,114550.0000000,114550.0000000,927
SPFB.RTS-12.18,1,26/09/18,16:12,114560.0000000,114570.0000000,114510.0000000,114570.0000000,427
SPFB.RTS-12.18,1,26/09/18,16:13,114570.0000000,114580.0000000,114530.0000000,114560.0000000,282
SPFB.RTS-12.18,1,26/09/18,16:14,114560.0000000,114610.0000000,114540.0000000,114600.0000000,1236
SPFB.RTS-12.18,1,26/09/18,16:15,114600.0000000,114600.0000000,114550.0000000,114590.0000000,464
SPFB.RTS-12.18,1,26/09/18,16:16,114580.0000000,114620.0000000,114580.0000000,114590.0000000,791
SPFB.RTS-12.18,1,26/09/18,16:17,114590.0000000,114600.0000000,114530.0000000,114560.0000000,549
SPFB.RTS-12.18,1,26/09/18,16:18,114550.0000000,114590.0000000,114540.0000000,114540.0000000,240
SPFB.RTS-12.18,1,26/09/18,16:19,114540.0000000,114560.0000000,114500.0000000,114520.0000000,323
SPFB.RTS-12.18,1,26/09/18,16:20,114530.0000000,114540.0000000,114490.0000000,114490.0000000,330
SPFB.RTS-12.18,1,26/09/18,16:21,114490.0000000,114530.0000000,114490.0000000,114510.0000000,321
SPFB.RTS-12.18,1,26/09/18,16:22,114520.0000000,114570.0000000,114510.0000000,114540.0000000,252
SPFB.RTS-12.18,1,26/09/18,16:23,114530.0000000,114540.0000000,114500.0000000,114500.0000000,137
SPFB.RTS-12.18,1,26/09/18,16:24,114500.0000000,114530.0000000,114470.0000000,114510.0000000,695
SPFB.RTS-12.18,1,26/09/18,16:25,114530.0000000,114530.0000000,114480.0000000,114490.0000000,375
SPFB.RTS-12.18,1,26/09/18,16:26,114480.0000000,114480.0000000,114440.0000000,114450.0000000,355
SPFB.RTS-12.18,1,26/09/18,16:27,114450.0000000,114470.0000000,114400.0000000,114440.0000000,696
SPFB.RTS-12.18,1,26/09/18,16:28,114440.0000000,114440.0000000,114420.0000000,114430.0000000,187
SPFB.RTS-12.18,1,26/09/18,16:29,114430.0000000,114460.0000000,114410.0000000,114450.0000000,221
SPFB.RTS-12.18,1,26/09/18,16:30,114460.0000000,114490.0000000,114450.0000000,114490.0000000,311
SPFB.RTS-12.18,1,26/09/18,16:31,114500.0000000,114530.0000000,114460.0000000,114500.0000000,476
SPFB.RTS-12.18,1,26/09/18,16:32,114500.0000000,114550.0000000,114470.0000000,114540.0000000,342
SPFB.RTS-12.18,1,26/09/18,16:33,114530.0000000,114630.0000000,114510.0000000,114620.0000000,795
SPFB.RTS-12.18,1,26/09/18,16:34,114620.0000000,114630.0000000,114570.0000000,114620.0000000,933
SPFB.RTS-12.18,1,26/09/18,16:35,114620.0000000,114650.0000000,114570.0000000,114620.0000000,643
SPFB.RTS-12.18,1,26/09/18,16:36,114620.0000000,114690.0000000,114610.0000000,114610.0000000,766
SPFB.RTS-12.18,1,26/09/18,16:37,114610.0000000,114630.0000000,114580.0000000,114580.0000000,345
SPFB.RTS-12.18,1,26/09/18,16:38,114580.0000000,114640.0000000,114560.0000000,114620.0000000,380
SPFB.RTS-12.18,1,26/09/18,16:39,114610.0000000,114650.0000000,114610.0000000,114630.0000000,268
SPFB.RTS-12.18,1,26/09/18,16:40,114620.0000000,114630.0000000,114570.0000000,114600.0000000,334
SPFB.RTS-12.18,1,26/09/18,16:41,114610.0000000,114620.0000000,114570.0000000,114600.0000000,210
SPFB.RTS-12.18,1,26/09/18,16:42,114590.0000000,114640.0000000,114580.0000000,114610.0000000,752
SPFB.RTS-12.18,1,26/09/18,16:43,114610.0000000,114650.0000000,114600.0000000,114630.0000000,419
SPFB.RTS-12.18,1,26/09/18,16:44,114640.0000000,114690.0000000,114630.0000000,114670.0000000,589
SPFB.RTS-12.18,1,26/09/18,16:45,114670.0000000,114740.0000000,114670.0000000,114740.0000000,1062
SPFB.RTS-12.18,1,26/09/18,16:46,114730.0000000,114760.0000000,114690.0000000,114760.0000000,1004
SPFB.RTS-12.18,1,26/09/18,16:47,114760.0000000,114790.0000000,114730.0000000,114740.0000000,1005
SPFB.RTS-12.18,1,26/09/18,16:48,114740.0000000,114830.0000000,114740.0000000,114790.0000000,915
SPFB.RTS-12.18,1,26/09/18,16:49,114800.0000000,114840.0000000,114780.0000000,114840.0000000,547
SPFB.RTS-12.18,1,26/09/18,16:50,114850.0000000,114860.0000000,114790.0000000,114800.0000000,754
SPFB.RTS-12.18,1,26/09/18,16:51,114790.0000000,114810.0000000,114750.0000000,114780.0000000,504
SPFB.RTS-12.18,1,26/09/18,16:52,114780.0000000,114800.0000000,114740.0000000,114780.0000000,602
SPFB.RTS-12.18,1,26/09/18,16:53,114790.0000000,114810.0000000,114760.0000000,114800.0000000,280
SPFB.RTS-12.18,1,26/09/18,16:54,114800.0000000,114840.0000000,114780.0000000,114820.0000000,335
SPFB.RTS-12.18,1,26/09/18,16:55,114830.0000000,114840.0000000,114750.0000000,114750.0000000,679
SPFB.RTS-12.18,1,26/09/18,16:56,114760.0000000,114770.0000000,114730.0000000,114730.0000000,488
SPFB.RTS-12.18,1,26/09/18,16:57,114720.0000000,114750.0000000,114700.0000000,114700.0000000,394
SPFB.RTS-12.18,1,26/09/18,16:58,114700.0000000,114720.0000000,114680.0000000,114690.0000000,300
SPFB.RTS-12.18,1,26/09/18,16:59,114690.0000000,114750.0000000,114690.0000000,114730.0000000,220
SPFB.RTS-12.18,1,26/09/18,17:00,114740.0000000,114810.0000000,114730.0000000,114790.0000000,626
SPFB.RTS-12.18,1,26/09/18,17:01,114810.0000000,114880.0000000,114790.0000000,114860.0000000,1052
SPFB.RTS-12.18,1,26/09/18,17:02,114860.0000000,114880.0000000,114850.0000000,114860.0000000,312
SPFB.RTS-12.18,1,26/09/18,17:03,114860.0000000,114930.0000000,114840.0000000,114920.0000000,1145
SPFB.RTS-12.18,1,26/09/18,17:04,114920.0000000,114940.0000000,114900.0000000,114920.0000000,935
SPFB.RTS-12.18,1,26/09/18,17:05,114910.0000000,114910.0000000,114850.0000000,114880.0000000,1096
SPFB.RTS-12.18,1,26/09/18,17:06,114880.0000000,114890.0000000,114820.0000000,114850.0000000,1385
SPFB.RTS-12.18,1,26/09/18,17:07,114840.0000000,114880.0000000,114840.0000000,114850.0000000,668
SPFB.RTS-12.18,1,26/09/18,17:08,114840.0000000,114870.0000000,114810.0000000,114820.0000000,838
SPFB.RTS-12.18,1,26/09/18,17:09,114810.0000000,114850.0000000,114810.0000000,114830.0000000,280
SPFB.RTS-12.18,1,26/09/18,17:10,114840.0000000,114870.0000000,114820.0000000,114870.0000000,383
SPFB.RTS-12.18,1,26/09/18,17:11,114870.0000000,114870.0000000,114780.0000000,114800.0000000,531
SPFB.RTS-12.18,1,26/09/18,17:12,114800.0000000,114850.0000000,114790.0000000,114840.0000000,326
SPFB.RTS-12.18,1,26/09/18,17:13,114850.0000000,114880.0000000,114830.0000000,114880.0000000,452
SPFB.RTS-12.18,1,26/09/18,17:14,114880.0000000,114880.0000000,114820.0000000,114840.0000000,160
SPFB.RTS-12.18,1,26/09/18,17:15,114840.0000000,114880.0000000,114830.0000000,114860.0000000,223
SPFB.RTS-12.18,1,26/09/18,17:16,114870.0000000,114900.0000000,114840.0000000,114880.0000000,619
SPFB.RTS-12.18,1,26/09/18,17:17,114880.0000000,114900.0000000,114870.0000000,114890.0000000,91
SPFB.RTS-12.18,1,26/09/18,17:18,114880.0000000,114920.0000000,114880.0000000,114910.0000000,253
SPFB.RTS-12.18,1,26/09/18,17:19,114910.0000000,114980.0000000,114910.0000000,114920.0000000,806
SPFB.RTS-12.18,1,26/09/18,17:20,114930.0000000,114930.0000000,114870.0000000,114880.0000000,440
SPFB.RTS-12.18,1,26/09/18,17:21,114880.0000000,114920.0000000,114860.0000000,114900.0000000,453
SPFB.RTS-12.18,1,26/09/18,17:22,114890.0000000,114910.0000000,114880.0000000,114910.0000000,205
SPFB.RTS-12.18,1,26/09/18,17:23,114900.0000000,114900.0000000,114860.0000000,114870.0000000,247
SPFB.RTS-12.18,1,26/09/18,17:24,114860.0000000,114880.0000000,114830.0000000,114870.0000000,496
SPFB.RTS-12.18,1,26/09/18,17:25,114860.0000000,114910.0000000,114860.0000000,114880.0000000,257
SPFB.RTS-12.18,1,26/09/18,17:26,114880.0000000,114930.0000000,114870.0000000,114920.0000000,204
SPFB.RTS-12.18,1,26/09/18,17:27,114920.0000000,114930.0000000,114890.0000000,114910.0000000,122
SPFB.RTS-12.18,1,26/09/18,17:28,114920.0000000,114920.0000000,114900.0000000,114910.0000000,45
SPFB.RTS-12.18,1,26/09/18,17:29,114920.0000000,114950.0000000,114910.0000000,114940.0000000,324
SPFB.RTS-12.18,1,26/09/18,17:30,114940.0000000,114980.0000000,114920.0000000,114950.0000000,322
SPFB.RTS-12.18,1,26/09/18,17:31,114950.0000000,115080.0000000,114930.0000000,115060.0000000,2318
SPFB.RTS-12.18,1,26/09/18,17:32,115060.0000000,115100.0000000,114980.0000000,114980.0000000,1177
SPFB.RTS-12.18,1,26/09/18,17:33,114990.0000000,115040.0000000,114980.0000000,114990.0000000,372
SPFB.RTS-12.18,1,26/09/18,17:34,114990.0000000,115000.0000000,114930.0000000,114980.0000000,737
SPFB.RTS-12.18,1,26/09/18,17:35,114970.0000000,115000.0000000,114950.0000000,114990.0000000,218
SPFB.RTS-12.18,1,26/09/18,17:36,114990.0000000,115000.0000000,114940.0000000,114950.0000000,380
SPFB.RTS-12.18,1,26/09/18,17:37,114950.0000000,114960.0000000,114920.0000000,114950.0000000,420
SPFB.RTS-12.18,1,26/09/18,17:38,114960.0000000,114960.0000000,114920.0000000,114920.0000000,389
SPFB.RTS-12.18,1,26/09/18,17:39,114920.0000000,114930.0000000,114860.0000000,114870.0000000,967
SPFB.RTS-12.18,1,26/09/18,17:40,114870.0000000,114900.0000000,114830.0000000,114850.0000000,770
SPFB.RTS-12.18,1,26/09/18,17:41,114850.0000000,114850.0000000,114780.0000000,114790.0000000,582
SPFB.RTS-12.18,1,26/09/18,17:42,114780.0000000,114800.0000000,114700.0000000,114700.0000000,821
SPFB.RTS-12.18,1,26/09/18,17:43,114710.0000000,114790.0000000,114700.0000000,114760.0000000,527
SPFB.RTS-12.18,1,26/09/18,17:44,114770.0000000,114780.0000000,114750.0000000,114760.0000000,193
SPFB.RTS-12.18,1,26/09/18,17:45,114770.0000000,114870.0000000,114760.0000000,114860.0000000,898
SPFB.RTS-12.18,1,26/09/18,17:46,114850.0000000,114880.0000000,114820.0000000,114830.0000000,574
SPFB.RTS-12.18,1,26/09/18,17:47,114830.0000000,114870.0000000,114810.0000000,114850.0000000,338
SPFB.RTS-12.18,1,26/09/18,17:48,114860.0000000,114950.0000000,114850.0000000,114940.0000000,806
SPFB.RTS-12.18,1,26/09/18,17:49,114940.0000000,114950.0000000,114890.0000000,114900.0000000,543
SPFB.RTS-12.18,1,26/09/18,17:50,114890.0000000,114920.0000000,114870.0000000,114920.0000000,108
SPFB.RTS-12.18,1,26/09/18,17:51,114920.0000000,114930.0000000,114830.0000000,114840.0000000,362
SPFB.RTS-12.18,1,26/09/18,17:52,114830.0000000,114870.0000000,114830.0000000,114840.0000000,186
SPFB.RTS-12.18,1,26/09/18,17:53,114840.0000000,114850.0000000,114780.0000000,114790.0000000,367
